,Palabra clave,Texto editado,Es Eufemistico,Categoria,Fuente,Fuente de Origen (Bibliografia),Pais,Observations
753,Pocos recursos,"Acercarse a la historia de Augsburgo pasa por visitar uno de los proyectos de vivienda pública más antiguos del mundo, el realizado por Jakob II Fugger El Rico y los frailes: la Fuggerei. Situada al este de la Rathausplatz, donde está el Ayuntamiento, en ella vivían y viven personas con “pocos recursos”. Apenas ha variado el ambiente ni la filosofía desde su creación en el siglo XVI. ""Ser de Augsburgo, pobre, católico y tener buena reputación"" son requisitos fundamentales para optar a un alquiler, que cuesta 0'88 euros al año. ",0,"Actualidad, ocio y vida cotidiana",REA (Corpes Siglo XXI),"«Al margen del tópico germano». El mundo.es. Viajes. Madrid: elmundo.es/suplementos/viajes, 2005-11",España,
754,Pocos recursos,"Estábamos hablando de los espejos del salón de clases, que normalmente recubren por lo menos una, y de preferencia tres, de las paredes de cualquier estudio de danza. Al notar su ausencia en la mañana, di por hecho que los nuestros estarían montados en marcos sobre ruedas, como se usa en muchos locales con “pocos recursos”, y que se habían roto, o mandado renovar, y no se habían entregado a tiempo. Supuse todo esto casi sin pensarlo, porque la idea de una clase de danza sin espejo era inconcebible; un escritor puede leer su texto, un pintor puede examinar su cuadro, un pianista puede escuchar las notas, pero una bailarina no tiene cómo examinar su obra si no es a través de un espejo, porque ella es, en sí, su propio medio e instrumento. ",0,Ciencias Sociales,REA (Corpes Siglo XXI),"Guillermoprieto, Alma: La Habana en un espejo. Barcelona: Mondadori, 2005",Mexico,
755,Pocos recursos,"Estas inversiones iniciales, junto al desarrollo alcanzado en la producción de las turbinas idóneas, permiten con “pocos recursos” la construcción de pequeñas centrales hidroeléctricas en regímenes subordinados al destino final del agua, que constituyen un potencial de ahorro de petróleo en las termoeléctricas o sustituyendo Diesel en plantas aisladas.",0,Ciencia y Tecnologia,REA (Corpes Siglo XXI),"Bérriz, Luis: «Energía, medio ambiente y sostenibilidad». Energía y tú. La Habana: cubasolar.cu, 2004-04",Cuba,
756,Pocos recursos,"Nadie tiene el derecho inherente a quedarse con un puesto"", dijo Guerra. ""Otros dirán, sin embargo, que con todas las dificultades y los “pocos recursos” que tenemos no hay necesidad de enfrentarnos unos con otros”. Para Guerra, sólo alguien con mucho prestigio tiene la fuerza para derrotar electoralmente al titular de un cargo. ""Los titulares siempre tienen la ventaja. Obviamente Villaraigosa considera a Pacheco vulnerable"", expresó.",0,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Marrero, Pilar: «Controversia marca inicio de campaña». La Opinión. Los Ángeles: laopinion.com, 2002-11-17",Estados Unidos,
757,Pocos recursos,"— Muchos de estos juicios se deben a que los jueces declaran la inconstitucionalidad de ciertas normas que adopta el Ejecutivo. La culpa no es del jubilado que hace el juicio. Mi padre también hizo juicio. El problema es lo que le cuesta a la sociedad. Hay “pocos recursos” y así, en lugar de ir a los que más necesitan, se benefician ciertos sectores. Esto debe resolverse.",0,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"«El cavallismo dice que no quiere privatizar la ANSeS ni el PAMI». Clarín. Buenos Aires: clarin.com, 2001-07-09",Argentina,
758,Pocos recursos,".. me gustaría trabajar de basurera, no me importaría, de verdad, me gustaría mucho... que mis amigas me vieran con uniforme en la calle... Me encantaría trabajar en un hotel de camarera, haciendo camas..., manejaría menos dinero, pero llevo ya un año acoplándome al sistema de aquí, con “pocos recursos”..., no me importaría eso.""",0,Ciencias Sociales,REA (Corpes Siglo XXI),"Realidad social de las mujeres sin techo, prostitutas, ex reclusas y drogodependientes en España. Madrid: Instituto de la Mujer (Ministerio de Igualdad), 2005",España,
759,Pocos recursos,"Por ejemplo, en México se encontró una comunidad de gran tamaño que abarca desde anarquistas hasta grandes empresarios; una comunidad altamente organizada en Brasil que trabaja en conjunto con personas de todas las regiones del país, y una comunidad poco organizada y sin mucha articulación en Centroamérica y el Caribe, que trata de construir su identidad con “pocos recursos”. Ahora bien, a pesar de las limitaciones del instrumento que se utilizó para medir estas variables, se logró conseguir algunas pistas para profundizar en el tema.",0,Ciencias Sociales,REA (Corpes Siglo XXI),"Zúñiga Blanco, Lena: Voces libres de los campos digitales: una investigación social sobre el software libre en América Latina y el Caribe. San José: Centro Internacional de Investigaciones para el Desarrollo, 2006",Costa Rica,
760,Sin techo,"El terrorismo contra los niños no solo causa muertes. Cien millones de niños deambulan en las calles de las grandes ciudades “sin techo”, sin educación, sin hogar, expuestos a la violencia, al abuso sexual, a las drogas y hasta a la esclavitud. Sin educación ni futuro, estos inocentes alimentarán los ejércitos de desadaptados que el día de mañana pueden volver a hacer temblar el mundo con actos dementes como el del 11 de septiembre.",1,Ciencias Sociales,REA (Corpes Siglo XXI),"Cabrera Galvis, Mauricio: «OTRO ATENTADO TERRORISTA». El Tiempo. Bogotá: eltiempo.com, 2001-10-10",Colombia,
761,Sin techo,"El jefe de la Unidad de Atención Primaria de Salud desplazada a Balakot, Carlos Urkía, afirma que ""la inminente llegada de las primeras nieves podría agravar considerablemente la situación de decenas de paquistaníes que se han quedado “sin techo"". El doctor español advierte de que el frío podría disparar las infecciones respiratorias de una población muy mermada físicamente.",1,"Actualidad, ocio y vida cotidiana",REA (Corpes Siglo XXI),"«POR LAS DIFICULTADES PARA LLEVAR LA AYUDA A LOS DAMNIFICADOS». Elmundo.es. Madrid: elmundo.es, 2005-10-21.",España,
762,Sin techo,"Antes de marcharse, la joven se encarama en el escritorio del sargento, tiene una rodilla encima e inclinándose un poquito más hacia él, le habla cortésmente, casi al oído, como dándole un consejo amistoso. El uniformado se saca los lentes y la mira a los ojos. Delibera torciendo los labios gruesos. ""De todas maneras lo íbamos a soltar -gruñe-. A los coco-rad como él los retenemos sólo por unas horas. Los policías les infligen a veces algunos castigos para que entiendan que lo que hacen es malo. Usted no comprende, crecen en la calle “sin techo” ni ley. Nosotros intentamos educarlos aunque sea con mano dura"".",1,Novela,REA (Corpes Siglo XXI),"Del Águila, Irma: El último capítulo. Lima: Fondo Editorial del Banco Central de Reserva del Perú, 2001",Peru,
763,Sin techo,"El Ayuntamiento de Barcelona, por su parte, ha previsto medidas especiales para los “sin techo”. Para ello ha habilitado el centro de día Meridiana y, en caso de llegar a los cero grados, activará la Operación Frío de Emergencia y siete equipos móviles recorrerán la ciudad para atender a los indigentes.",1,Ciencia y Tecnologia,REA (Corpes Siglo XXI),"«Llega la ola de frío al litoral catalán». El País. Madrid: elpais.com, 2001-12-14",España,
764,Sin techo,"La Gran Manzana es dibujada como un lugar deprimente, afectado por los males que ha generado la sobrepoblación. Los “sin techo”, refugiados de ataques terroristas, inundan las calles haciendo de la ciudad un crisol de culturas. El precio del petróleo se ha disparado y el transporte privado se ha convertido en un lujo. La pobreza toma cada vez más fuerza y las pandillas han tomado el control de las calles.",1,Arte y Cultura,REA (Corpes Siglo XXI),"Brown, Eric: «Noches de Nueva York». Letralia. Cagua: letralia.com, 2005-02-21",Venezuela,
765,Sin techo,"En un vecindario próspero de Muzaffarabad, capital de la Cachemira paquistaní, donde se cree que hay 11000 muertos y miles más “sin techo”, la búsqueda de comida tomó un cariz violento ayer. Decenas de hombres, jóvenes y viejos, enfrentaron a los dueños de tiendas, y ambos bandos intercambiaron pedradas y palazos. Los saqueadores aparentemente se llevaron la peor parte, ya que huyeron y algunos sangraban de heridas en la cabeza. Al otro lado de la calle, otros robaban harina de tiendas desiertas.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"«Cachemira: los fallecidos pueden llegar a 40 000». elcomercio.com. Quito: elcomercio.com, 2005-10-11",Ecuador,
