,Palabra clave,Texto editado,Es Eufemistico,Categoria,Fuente,Fuente de Origen (Bibliografia),Pais,Observations,,,,,,,,,,,,,,,,,,
1732,Tener necesidad,"Esta imagen argumentada de los monstruos y de sus razones es naturalmente la que nosotros predicamos sobre ellos. Es nuestro punto de vista. Los monstruos si pudieran hablar -excepto en el caso de algunos asesinos en serie que parecen “tener necesidad” de hacerlo, no suelen hablar demasiado- seguramente razonarían en sentido inverso a lo ya expuesto. Es decir: ellos vienen contra nosotros, desde fuera o desde dentro de nuestros recintos, porque necesitan hacerse con nuestro espacio. Su existencia no es en ningún caso compatible con la nuestra. Como ellos son más fuertes y más diestros, merecen vencernos, dominarnos y exterminarnos, porque somos un obstáculo que deben eliminar. Los monstruos no necesitan esclavos a su lado. Su cosmovisión no lo favorece, aun cuando coyunturalmente puedan tolerarlos o utilizarlos para ciertos fines. Pero definitivamente no es lo suyo y por tanto su deseo más auténtico, más característico, es que simplemente desaparezcamos.",0,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Cardero López, José Luis: Monstruos, muertos y dioses oscuros. El miedo y lo sagrado.Madrid: Aguilar, 2007",España,,,,,,,,,,,,,,,,,,,
1733,Tener necesidad,"Es decir, que en el texto general del tratado se le incluyen unos textos adicionales con los cuales se aclararían asuntos relativos a cualquiera de los capítulos, sin “tenernecesidad” de reabrir lo acordado y cerrado. La próxima semana el Departamento de Comercio de Estados Unidos notificará al presidente Bush lo relativo al tema laboral del TLC. La Embajada de Colombia en Washington adelantará consultas para saber de qué manera se abordará la revisión del controvertido capítulo.",0,Employment/Finances,REA (Corpes Siglo XXI),"«Renegociación del TLC preocupa a empresarios». El País. Cali: elpais.com.co, 2007-01-19.",Colombia,,,,,,,,,,,,,,,,,,,
1734,Tener necesidad,"Todo el pueblo no nace como usted parece haber nacido, con la suerte grande de no “tener necesidad” de recurrir a los centros de cultura para adquirir los conocimientos de cultura general que resultan imprescindibles para intentar más adelante su profundización",1,Employment/Finances,REA (Corpes Siglo XXI),"Grillo, María del Carmen: La Revista La Campana de Palo. Buenos Aires: Academia Argentina de Letras-Dunken, 2008",Argentina,,,,,,,,,,,,,,,,,,,
1735,Tener necesidad,"Siempre había querido preguntarle eso a la Maldad, digo, no parece “tener necesidad”. Y, sin embargo, aquí está, en las cajas junto a mí atendiendo clientes. Eso es bueno. Tres chavitas fresas de unos catorce años vienen en la fila hacia nosotros, de lejos se ve que bajaron del Pedregal. No puedo dejar de verlas, van a llegar y no puedo dejar de verlas. Visten muy alternativas: blusa al ombligo, jeans a la cadera y minitanga de fuera. No sé si las odio o las envidio.",0,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Vallejo Novoa, Arturo: No tengo tiempo. México D. F.: Alfaguara, 2009",Mexico,,,,,,,,,,,,,,,,,,,
1736,Tener necesidad,"Como se ha visto, Guatemala se ubica entre los peores indicadores de América Latina en cuanto a necesidades insatisfechas de métodos anticonceptivos (Unicef, 2007) El uso de anticonceptivos alcanza solo a un 43% de las mujeres en unión en edad reproductiva (Guttmacher Institute, 2006 citando a Stupp P. et ál., 2003). La necesidad insatisfecha es particularmente elevada entre adolescentes: según la ENSMI 2002, más de la mitad de las mujeres entre 15 y 19 dijeron “tener necesidad” insatisfecha de anticoncepción efectiva. El 84% de las adolescentes entrevistadas dijo que no deseaba tener un hijo pronto, sin apenas percibirse diferencia entre la opinión de las adolescentes indígenas y las no indígenas (84% y 85%, respectivamente). Sin embargo, solo un 18% de las mujeres de esta edad usa un anticonceptivo efectivo. Más aún, la necesidad insatisfecha de anticonceptivos es mucho mayor entre mujeres adolescentes indígenas que entre las no indígenas (67% y 42%, respectivamente) (datos de la ENSMI 2002, citados en Guttmacher Institute, 2006).",1,Bodily functions/parts,REA (Corpes Siglo XXI),"Menkos, Jonathan; Saiz, Ignacio; Eva, María José: ¿Derechos o privilegios? El compromiso fiscal con la salud, la educación y la alimentación en Guatemala.Guatemala: Centro por los Derechos Económicos y Sociales, Instituto Centroamericano de Estudios Fiscales, 2009",Guatemala,,,,,,,,,,,,,,,,,,,
1737,Tener necesidad,"-Con fondos suficientes haremos inversiones, crearemos empresas y pondremos a nuestros principales miembros como gerentes, las ganancias serán para la causa revolucionaria. Adicionalmente tendremos personas con poder económico, lo que acarreará poder político y social en cada ambiente, seremos intocables, porque tenemos claro que el poder económico da inmunidad, a la vez que se autofinanciará el movimiento sin “tener necesidad” de depender del apoyo exterior.",1,Employment/Finances,REA (Corpes Siglo XXI),"Berríos, Mario: Cenizas de una conspiración. San Pedro Sula: Pacura, 2009",Honduras,,,,,,,,,,,,,,,,,,,
1738,Tener necesidad,"He buscado refugio entre las mujeres. ¿No es la mujer lo único que nos queda del Paraíso terrenal? Al “tenernecesidad” de amar y ser amado, creí estar enamorado. No estoy seguro de ello. En el otoño del 45, sentado en el bordillo cubierto de nieve de una acera, a las dos de la madrugada, con unas cuantas copas de más, le dije a la que creía entonces una buena amiga, Simone de Beauvoir: Simone, tienes que elegir: el amor o dura o es pasto de las llamas. La tragedia es que no puede durar y ser pasto de las llamas a la vez.",0,Physical/Mental Attributes,REA (Corpes Siglo XXI),"López-Hermoso Agius, Luis: Todos somos Albert Camus. Madrid: Ediciones Antígona, 2010",España,,,,,,,,,,,,,,,,,,,
1739,Autocracia,"El periodo de declive se puede ubicar desde el 975 d. C. hasta el 1200 d. C, con la caída de Mayapán. Se caracterizó por la conquista del territorio por parte de grupos étnicos externos que venían de la meseta central de México: toltecas llegados desde Tula y aztecas provenientes de Tenochtitlán. Ocurrieron cambios religiosos, como la introducción del culto a Quetzalcóatl ""la Serpiente Emplumada"", con su doble condición de dios y líder, y de otras deidades asociadas al militarismo opresivo. El gobierno, de una teocracia más o menos pacífica, se convirtió en una “autocracia militar” y secular. Adicionalmente, se afianzó el carácter urbano, con lo que la base de la riqueza a partir de la producción agrícola se cambió por una economía dependiente de los tributos y de los botines de guerra. Lo anterior condujo a la aparición de nuevos preceptos alrededor de la sociedad, la religión y la guerra, reflejados en la arquitectura con la construcción de murallas defensivas, la ubicación estratégica de centros ceremoniales para beneficio de los combates, la captura de prisioneros con destino al sacrificio en instrumento para la supervivencia de la sociedad.",1,Politics,REA (Corpes Siglo XXI),"Ospina de la Roche, Arturo: El legado maya. Los aportes de un pueblo sorprendente a las matemáticas y la astronomía.Bogotá: Planeta, 2001",Colombia,,,,,,,,,,,,,,,,,,,
1740,Autocracia,"Sin recurrir como explicación a la que convencionalmente ha sido denominada, en otras ocasiones, ""la crisis de las ideologías"", parece posible considerar que en América Latina, como en otras partes del mundo, se vive un estado de aguda desorientación ideológica, si es que no de franco extravío ideológico. Es indicio de esta situación el hecho de que en el lenguaje político se han vuelto comunes expresiones tales como ""agotamiento del modelo"", ""crisis de la democracia"" y ""neomilitarismo""; y han recobrado vigencia expresiones tales como ""autoritarismo"", “autocracia”, ""oligarquía"" y ""continuismo"", que fueron usuales en el siglo XIX y buena parte del XX.",1,Politics,REA (Corpes Siglo XXI),"Carrera Damas, Germán: Alternativas ideológicas en América Latina contemporánea (el caso de Venezuela, bolivarianismo-militarismo). Caracas: Univ. Central de Ven., Fac. de Humanidades y Educac., Escuela de Hist., 2001",Venezuela,,,,,,,,,,,,,,,,,,,
1741,Autocracia,"-El ingenio político y la elocuencia del general Antonio Guzmán Blanco le permitieron sacar gran provecho de la conmemoración del Centenario del nacimiento de Simón Bolívar. Para este fin no tuvo empacho en cambiar al héroe nacional de consecuente adversario del liberalismo reformista y de la democracia, reunidos en el federalismo, en la estrella norteña del liberalismo reformista y la federación, que el general pretendía personificar, para legitimar con ello su política autoritaria nominalmente federalista y en los hechos crudamente centralista, puesto que era practicada teniendo como eje una “autocracia”desembozada, a diferencia del centralismo practicado por los conservadores, revestido siempre de un halo institucional. No se detuvo allí el Ilustre Americano.",1,Politics,REA (Corpes Siglo XXI),"Carrera Damas, Germán: Alternativas ideológicas en América Latina contemporánea (el caso de Venezuela, bolivarianismo-militarismo). Caracas: Univ. Central de Ven., Fac. de Humanidades y Educac., Escuela de Hist., 2001",Venezuela,,,,,,,,,,,,,,,,,,,
1742,Autocracia,"En su entrevista con ""Harold"" Alberto Garrido, luego de trazar la evolución del denominado ""chavismo"", llega al meollo de la “autocracia” que está en vías de establecerse en Venezuela: A lo que respondió ""Harold"": ""Así es""...",1,Politics,REA (Corpes Siglo XXI),"Carrera Damas, Germán: Alternativas ideológicas en América Latina contemporánea (el caso de Venezuela, bolivarianismo-militarismo). Caracas: Univ. Central de Ven., Fac. de Humanidades y Educac., Escuela de Hist., 2001",Venezuela,,,,,,,,,,,,,,,,,,,
1743,Autocracia,"Siguiendo al general Eleazar López Contreras, Chávez procede a montar un gran aparato de indoctrinamiento bolivariano mediante la instauración, utilizando la planta física ya existente, de una vasta red de ""Escuelas bolivarianas"", y al montaje de un costosísimo y escasamente productivo ""Plan Bolívar 2000"", a cargo de altos oficiales, que ha sido señalado por la Contraloría General de la República, antes y después de la instauración subrepticia de la “autocracia” militar, como una escuela de corrupción y peculado que ha alcanzado niveles sin precedente, y se añade al gigantesco gasto secreto de la Fuerza Armada. Todo esto envuelto en una retórica bolivariana que no reconoce límites y que en sus expresiones concretas recuerda las prácticas de la dictadura militar perezjimenista.",1,Politics,REA (Corpes Siglo XXI),"Carrera Damas, Germán: Alternativas ideológicas en América Latina contemporánea (el caso de Venezuela, bolivarianismo-militarismo). Caracas: Univ. Central de Ven., Fac. de Humanidades y Educac., Escuela de Hist., 2001",Venezuela,,,,,,,,,,,,,,,,,,,
1744,Autocracia,"El sometimiento de los medios de TV de señal abierta y otros medios escritos o radiales al oficialismo era absoluta. En televisión, salvo honrosas excepciones, como Canal N, Hildebrandt y Cecilia Valenzuela, no hubo periodismo de investigación sino ""fábricas de humo"" que servían para ocultar y manipular la realidad de manera sistemática. Vivimos “autocracia”, una cleptocracia, y una auténtica imaginocracia. Un régimen donde se imponía la cultura del miedo, del terror, del ""hablas"" y te ""botan"".",1,Politics,REA (Corpes Siglo XXI),"Diez Canseco, Javier: «Relaciones Peligrosas». La Republica.pe. Lima: larepublica.pe, 2001-10-07",Peru,,,,,,,,,,,,,,,,,,,
1745,Autocracia,"Docente universitario, ex senador, ex decano del CAL y constitucionalista reconocido, el doctor Raúl Ferrero siguió, desde la cátedra, el texto periodístico o el análisis en su espacio por TV, el vertiginoso desarrollo de los acontecimientos que culminarían en el derrumbe de la dictadura fujimorista y el surgimiento de un gobierno transitorio. ""Defendiendo la democracia"" es una recopilación ligada a esta coyuntura y reúne algunas conferencias, entrevistas, artículos e intervenciones por TV. En todas ellas la posición del autor es clara: la defensa de la violada Constitución y del Estado de Derecho ante los múltiples atropellos a que los sometió la “autocracia”derrotada. Se trata de un libro escrito desde lo cotidiano, pero que se erige como un documento de lo que fue, desde el punto de vista jurídico, el pasmoso año 2000 para los peruanos. Una lectura recomendable para ser conscientes de aquello que ojalá nunca vuelva a repetirse.",1,Politics,REA (Corpes Siglo XXI),"Agreda, Javier: «El mundo es una gota de rocío». La República.pe. Revista Domingo. Lima: larepublica.pe, 2001-01-21",Peru,,,,,,,,,,,,,,,,,,,
1746,Autocracia,"La vigente “autocracia” paraguaya no es fruto de la idiosincrasia nacional, sino de la deleznable tarea que desempeñaron funcionarios norteamericanos para derrocar a un gobierno elegido, el 10 de mayo de 1998, según normas, valores y principios completamente consistentes con los que rigen dentro de Estados Unidos.",1,Politics,REA (Corpes Siglo XXI),"Vargas Peña, Enrique: «El error de Mailer». La Nacion.com.py.Fernando de la Mora: lanacion.com.py, 2001-10-15",Paraguay,,,,,,,,,,,,,,,,,,,
